County,Precinct Short Name,Delegates to County Convention,State Delegate Equivalents
Lee,FM4B,0,0
Lee,KE2B,0,0
Lee,HR,0,0
Appanoose,CW,2,0.16
Black Hawk,S000,2,0.404
Carroll,7,2,0.22
Carroll,12,2,0.22
Cedar,IN,2,0.34285714285714286
Cerro Gordo,FLN,2,0.35428571428571426
Cerro Gordo,LK,2,0.35428571428571426
Cerro Gordo,LCN,2,0.35428571428571426
Cerro Gordo,MSB,2,0.35428571428571426
Cerro Gordo,MV,2,0.35428571428571426
Clay,GFHD,2,0.18823529411764706
Clay,LGGG,2,0.18823529411764706
Clinton,DCGL,2,0.44285714285714284
Clinton,OGCA,2,0.44285714285714284
Dallas,ADS,2,0.8285714285714286
Dallas,COA,2,0.8285714285714286
Dallas,WM322,2,0.8285714285714286
Dickinson,PCT 04,2,0.25
Dickinson,PCT 06,2,0.25
Fremont,RT,2,0.15
"Guthrie ",8,2,0.17142857142857143
Harrison,LS,2,0.18666666666666668
Howard,CR1A,2,0.2857142857142857
Howard,RJO,2,0.2857142857142857
Humboldt,H-WV,2,0.17777777777777778
Humboldt,NL-EV,2,0.17777777777777778
Jackson,10,2,0.34285714285714286
Jackson,11,2,0.34285714285714286
Jefferson,BU,2,0.43636363636363634
Jefferson,WLR,2,0.43636363636363634
Johnson,HS,2,0.81
Johnson,LB,2,0.81
Johnson,UN,2,0.81
Kossuth,LV,2,0.17777777777777778
Kossuth,CR 2,2,0.17777777777777778
Linn,HIA03,2,0.8790697674418605
Linn,TCLI,2,0.8790697674418605
Linn,TFAY,2,0.8790697674418605
Linn,TGRA,2,0.8790697674418605
Linn,TJAC,2,0.8790697674418605
Linn,TMAR,2,0.8790697674418605
Linn,TOTT,2,0.8790697674418605
Mills,EM,2,0.3111111111111111
Mitchell,12,2,0.15
O'Brien,P1,2,0.14545454545454545
Plymouth,BV,2,0.45
Polk,DM 048,2,0.5596002855103498
Polk,DM 067,2,0.5596002855103498
Polk,ALLEMAN,2,0.5596002855103498
Polk,DEL 2,2,0.5596002855103498
Polk,WB 1,2,0.5596002855103498
Poweshiek,3,2,0.28
Sac,2,2,0.13333333333333333
Scott,LCT,2,0.8266666666666667
Scott,LG,2,0.8266666666666667
Scott,PV,2,0.8266666666666667
Scott,PR,2,0.8266666666666667
Sioux,PL,2,0.175
Sioux,RD,2,0.175
Story,26,2,0.83
Story,35,2,0.83
Story,41,2,0.83
Story,43,2,0.83
Tama,YK,2,0.25882352941176473
Union,AR,2,0.15
Woodbury,32,2,0.425
Woodbury,34,2,0.425
Woodbury,36,2,0.425
Woodbury,38,2,0.425
Wright,EG1,2,0.26666666666666666
Wright,RURALEG,2,0.26666666666666666
Wright,GLDFLD,2,0.26666666666666666
Allamakee,PCT 3,3,0.23333333333333334
Black Hawk,J200,3,0.6060000000000001
Black Hawk,PH01,3,0.6060000000000001
Black Hawk,R000,3,0.6060000000000001
Boone,MD3,3,0.5700000000000001
Boone,RP3,3,0.5700000000000001
Boone,RP5,3,0.5700000000000001
Bremer,PL,3,0.6799999999999999
Buchanan,MN,3,0.41052631578947374
Calhoun,READING,3,0.25
Calhoun,SHERMAN,3,0.25
Carroll,10,3,0.33
Cedar,FR,3,0.5142857142857142
Cerro Gordo,POD,3,0.5314285714285714
Chickasaw,WA1,3,0.21000000000000002
Clay,DGPE,3,0.2823529411764706
Clay,LAFR,3,0.2823529411764706
Clinton,BBRD,3,0.6642857142857143
Clinton,ORGM,3,0.6642857142857143
Clinton,SRWH,3,0.6642857142857143
Clinton,WWAW,3,0.6642857142857143
Dallas,AL1,3,1.2428571428571429
Dallas,PY3,3,1.2428571428571429
Dallas,UN,3,1.2428571428571429
Dallas,URB15,3,1.2428571428571429
Dallas,WGG,3,1.2428571428571429
Decatur,DE,3,0.1411764705882353
Emmet,10,3,0.34285714285714286
"Guthrie ",7,3,0.2571428571428571
Harrison,JA,3,0.28
Harrison,BO,3,0.28
Harrison,JF,3,0.28
Howard,AL,3,0.42857142857142855
Howard,SHC,3,0.42857142857142855
Howard,NO,3,0.42857142857142855
Humboldt,A-NW,3,0.26666666666666666
Humboldt,D-W-NR,3,0.26666666666666666
Jackson,2,3,0.5142857142857142
Jackson,3,3,0.5142857142857142
Jackson,5,3,0.5142857142857142
Jackson,8,3,0.5142857142857142
Jackson,13,3,0.5142857142857142
Johnson,OX,3,1.215
Johnson,WL,3,1.215
Keokuk,BN,3,0.34285714285714286
Keokuk,SGR,3,0.34285714285714286
Keokuk,WC,3,0.34285714285714286
Mitchell,11,3,0.22499999999999998
Plymouth,AK,3,0.675
Plymouth,RM,3,0.675
Plymouth,MR,3,0.675
Plymouth,PY,3,0.675
Plymouth,KL,3,0.675
Pocahontas,BV,3,0.18
Polk,DM 034,3,0.8394004282655247
Polk,DM 049,3,0.8394004282655247
Polk,CLAY 1,3,0.8394004282655247
Polk,DOUGLAS,3,0.8394004282655247
Polk,WDM-318,3,0.8394004282655247
Poweshiek,4,3,0.42000000000000004
Ringgold,TG,3,0.11249999999999999
Scott,WC,3,1.24
Sioux,FL,3,0.26249999999999996
Sioux,GT,3,0.26249999999999996
Sioux,RVW,3,0.26249999999999996
Story,24,3,1.2449999999999999
Story,30,3,1.2449999999999999
Story,31,3,1.2449999999999999
Story,32,3,1.2449999999999999
Story,33,3,1.2449999999999999
Story,39,3,1.2449999999999999
Tama,CRONNOC,3,0.3882352941176471
Tama,RL/ST,3,0.3882352941176471
Wapello,DA,3,0.27
Wapello,RL,3,0.27
Warren,JK,3,0.7
Warren,RL,3,0.7
Warren,WHO,3,0.7
Washington,WC,3,0.5571428571428572
Webster,CR,3,0.25
Webster,JO,3,0.25
Woodbury,9,3,0.6375
Woodbury,31,3,0.6375
Allamakee,PCT 1,4,0.3111111111111111
Allamakee,PCT 5,4,0.3111111111111111
Black Hawk,X201,4,0.808
Black Hawk,J100,4,0.808
Black Hawk,J300,4,0.808
Black Hawk,J400,4,0.808
Black Hawk,N000,4,0.808
Black Hawk,W501,4,0.808
Boone,MD1,4,0.76
Boone,MD2,4,0.76
Bremer,LA,4,0.9066666666666666
Bremer,RD,4,0.9066666666666666
Buchanan,BD,4,0.5473684210526316
Buchanan,HT,4,0.5473684210526316
Carroll,9,4,0.44
Carroll,5,4,0.44
Chickasaw,CH,4,0.28
Chickasaw,DA-RD,4,0.28
Chickasaw,JA-UT,4,0.28
Clay,LNCL,4,0.3764705882352941
Clay,WFLT,4,0.3764705882352941
Clinton,DEWT,4,0.8857142857142857
Clinton,ERHA,4,0.8857142857142857
Decatur,BU,4,0.18823529411764706
Decatur,GR,4,0.18823529411764706
Dubuque,35,4,1.0666666666666667
Dubuque,40,4,1.0666666666666667
Emmet,1,4,0.45714285714285713
Emmet,9,4,0.45714285714285713
Franklin,GROC,4,0.2222222222222222
Franklin,WMO,4,0.2222222222222222
Franklin,WRSC,4,0.2222222222222222
Harrison,MR,4,0.37333333333333335
Harrison,WS,4,0.37333333333333335
Jasper,CF-1,4,0.46
Jasper,CF-3,4,0.46
Jasper,EL,4,0.46
Jefferson,FF3,4,0.8727272727272727
Johnson,BG,4,1.62
Johnson,FR,4,1.62
Johnson,SC,4,1.62
Johnson,UH,4,1.62
Keokuk,ER,4,0.45714285714285713
Kossuth,HB,4,0.35555555555555557
Kossuth,PR,4,0.35555555555555557
Kossuth,GF,4,0.35555555555555557
Lee,JF,4,0.56
Lucas,EX,4,0.2909090909090909
Mills,GWR,4,0.6222222222222222
O'Brien,P2,4,0.2909090909090909
Plymouth,HT,4,0.9
Plymouth,LM13,4,0.9
Poweshiek,11,4,0.56
Sioux,LN,4,0.35
Sioux,RVE,4,0.35
Sioux,SCN,4,0.35
Story,17,4,1.66
Tama,CT,4,0.5176470588235295
Tama,HL/IV/T,4,0.5176470588235295
Warren,JF,4,0.9333333333333333
Warren,OT ML,4,0.9333333333333333
Woodbury,11,4,0.85
Woodbury,13,4,0.85
Wright,BIG_6,4,0.5333333333333333
Adams,AD5,5,0.4285714285714286
Allamakee,PCT 8,5,0.3888888888888889
Benton,BP2,5,0.375
Benton,BR,5,0.375
Black Hawk,ALOO,5,1.01
Black Hawk,W403,5,1.01
Black Hawk,W406,5,1.01
Boone,RP1,5,0.95
Bremer,JV,5,1.1333333333333333
Bremer,TR,5,1.1333333333333333
Bremer,WL3,5,1.1333333333333333
Buchanan,AR,5,0.6842105263157895
Buchanan,FB,5,0.6842105263157895
Buchanan,RW,5,0.6842105263157895
Buena Vista,ALNE,5,1
Buena Vista,S-M-L-R,5,1
Butler,5-AP,5,0.5833333333333334
Butler,8-NH,5,0.5833333333333334
Calhoun,CNLGTGA,5,0.41666666666666663
Carroll,6,5,0.55
Cedar,TT3,5,0.8571428571428572
Cerro Gordo,GN,5,0.8857142857142857
Cherokee,3 QUIM,5,0.5454545454545454
Chickasaw,NHR,5,0.35000000000000003
Clayton,CS,5,0.8333333333333333
Dallas,CL5,5,2.0714285714285716
Dallas,URB14,5,2.0714285714285716
Dallas,WK4,5,2.0714285714285716
Dallas,WK5,5,2.0714285714285716
Dallas,WK6,5,2.0714285714285716
Dallas,WM222,5,2.0714285714285716
Dallas,WM321,5,2.0714285714285716
Delaware,CL,5,0.375
Dickinson,PCT 01,5,0.625
Dickinson,PCT 02,5,0.625
Emmet,6,5,0.5714285714285714
Emmet,7,5,0.5714285714285714
Floyd,SCUNPG,5,0.5555555555555556
Franklin,HLLERV,5,0.2777777777777778
Franklin,MA,5,0.2777777777777778
Franklin,OKMG,5,0.2777777777777778
"Guthrie ",1,5,0.4285714285714286
Howard,CR3,5,0.7142857142857142
Howard,CR1B,5,0.7142857142857142
Humboldt,DC-GR,5,0.4444444444444445
Jackson,9,5,0.8571428571428572
Jackson,15,5,0.8571428571428572
Jasper,CF-2,5,0.5750000000000001
Jasper,PA,5,0.5750000000000001
Johnson,CV.03,5,2.0250000000000004
Johnson,JE,5,2.0250000000000004
Johnson,JW,5,2.0250000000000004
Kossuth,EG,5,0.4444444444444445
Kossuth,GM,5,0.4444444444444445
Kossuth,BF,5,0.4444444444444445
Lucas,POM,5,0.36363636363636365
Mills,GW1,5,0.7777777777777778
Mills,GW2,5,0.7777777777777778
Mitchell,10,5,0.375
Monona,ON409,5,0.25
Muscatine,FUMO,5,0.8333333333333333
O'Brien,P5,5,0.36363636363636365
O'Brien,P6,5,0.36363636363636365
Story,12,5,2.0749999999999997
Story,13,5,2.0749999999999997
Story,18,5,2.0749999999999997
Tama,H/TL,5,0.6470588235294118
Warren,GR1,5,1.1666666666666667
Warren,IN1,5,1.1666666666666667
Warren,IN3,5,1.1666666666666667
Warren,IN6,5,1.1666666666666667
Washington,BMC,5,0.9285714285714286
Webster,EL,5,0.41666666666666663
Webster,SWYH,5,0.41666666666666663
Woodbury,4,5,1.0625
Woodbury,8,5,1.0625
Woodbury,20,5,1.0625
Woodbury,35,5,1.0625
Black Hawk,W201,6,1.2120000000000002
Black Hawk,W306,6,1.2120000000000002
Boone,RP6,6,1.1400000000000001
Bremer,SU,6,1.3599999999999999
Buchanan,I2,6,0.8210526315789475
Buchanan,I4,6,0.8210526315789475
Buchanan,I5,6,0.8210526315789475
Buchanan,PW,6,0.8210526315789475
Buchanan,QT,6,0.8210526315789475
Cherokee,4 CHER,6,0.6545454545454545
Chickasaw,DF-W2,6,0.42000000000000004
Dallas,CL6,6,2.4857142857142858
Dallas,WK1,6,2.4857142857142858
Dallas,WK2,6,2.4857142857142858
Des Moines,BU1T,6,2.16
Des Moines,BU7,6,2.16
Des Moines,WB,6,2.16
Dubuque,14,6,1.6
Dubuque,45,6,1.6
"Guthrie ",3,6,0.5142857142857142
Howard,AF,6,0.8571428571428571
Howard,CR2,6,0.8571428571428571
Jackson,7,6,1.0285714285714285
Jackson,16,6,1.0285714285714285
Jasper,MW,6,0.6900000000000001
Johnson,IC.15,6,2.43
Johnson,NL.04,6,2.43
Johnson,NL.05,6,2.43
Johnson,SO,6,2.43
Kossuth,CR,6,0.5333333333333333
Lee,KE3,6,0.8400000000000001
Lee,KE4,6,0.8400000000000001
Lee,CH VB,6,0.8400000000000001
Lucas,LC,6,0.43636363636363634
Lucas,RS,6,0.43636363636363634
Monroe,AL2,6,0.27692307692307694
Monroe,MELROSE,6,0.27692307692307694
Muscatine,MU08,6,1
Muscatine,SW,6,1
O'Brien,P9,6,0.43636363636363634
Plymouth,LM11,6,1.35
Plymouth,LM12,6,1.35
Poweshiek,5,6,0.8400000000000001
Ringgold,CL,6,0.22499999999999998
Sioux,SCS,6,0.5249999999999999
Story,1,6,2.4899999999999998
Story,3,6,2.4899999999999998
Story,16,6,2.4899999999999998
Story,25,6,2.4899999999999998
Story,40,6,2.4899999999999998
Tama,SP/WC,6,0.7764705882352942
Wapello,AD,6,0.54
Wapello,WA,6,0.54
Warren,AL2,6,1.4
Warren,GR1DM85,6,1.4
Warren,IN5,6,1.4
Washington,WS1,6,1.1142857142857143
Winneshiek,8,6,0.768
Winneshiek,10,6,0.768
Woodbury,14,6,1.275
Woodbury,30,6,1.275
Allamakee,PCT 6,7,0.5444444444444445
Appanoose,TY,7,0.56
Boone,OG,7,1.33
Boone,RP2,7,1.33
Boone,RP4,7,1.33
Bremer,WL2,7,1.5866666666666667
Buchanan,WN,7,0.9578947368421054
Buena Vista,1,7,1.4000000000000001
Buena Vista,3,7,1.4000000000000001
Carroll,8,7,0.77
Carroll,13,7,0.77
Cerro Gordo,CL,7,1.24
Cerro Gordo,MC W2P1,7,1.24
Cherokee,6 CH W2,7,0.7636363636363636
Chickasaw,NH2,7,0.49000000000000005
Clay,SRSM,7,0.6588235294117647
Clinton,CAM2,7,1.5499999999999998
Clinton,CL11,7,1.5499999999999998
Clinton,CL21,7,1.5499999999999998
Dallas,URB13,7,2.9000000000000004
Dallas,WK3,7,2.9000000000000004
Davis,SW,7,0.21
Decatur,GG,7,0.32941176470588235
Delaware,ADHG,7,0.525
Delaware,DH,7,0.525
Des Moines,BU2,7,2.52
Des Moines,BU9,7,2.52
Dickinson,PCT 05,7,0.875
Fremont,HB,7,0.525
Harrison,SJ,7,0.6533333333333333
Jefferson,FF5,7,1.5272727272727271
Lee,KE6,7,0.9800000000000001
Lee,JK,7,0.9800000000000001
Lee,MO,7,0.9800000000000001
Lucas,WM,7,0.509090909090909
Mahaska,OS2,7,1.12
Marion,PE1,7,1.26
Marion,PE2,7,1.26
Marshall,2 ED-LO,7,1.12
Marshall,17 SC,7,1.12
Mills,GW3,7,1.088888888888889
Mitchell,OS3,7,0.525
Mitchell,8,7,0.525
Monona,MH005,7,0.35000000000000003
Monona,ON207,7,0.35000000000000003
Monona,ON308,7,0.35000000000000003
Montgomery,7,7,0.56
O'Brien,P4,7,0.509090909090909
O'Brien,P8,7,0.509090909090909
Page,GT,7,0.56
Shelby,4,7,0.35000000000000003
Sioux,AT,7,0.6124999999999999
Sioux,SCC,7,0.6124999999999999
Story,7,7,2.905
Story,19,7,2.905
Story,22,7,2.905
Warren,GR2LC2,7,1.6333333333333333
Warren,NW2 GR1,7,1.6333333333333333
Washington,RS,7,1.3
Washington,WS2,7,1.3
Webster,GO,7,0.5833333333333333
Winneshiek,1,7,0.896
Woodbury,15,7,1.4875
Woodbury,16,7,1.4875
Woodbury,21,7,1.4875
Woodbury,23,7,1.4875
Woodbury,24,7,1.4875
Woodbury,25,7,1.4875
Woodbury,29,7,1.4875
Adair,01NW,8,0.6274509803921569
Allamakee,PCT 4,8,0.6222222222222222
Black Hawk,C000,8,1.616
Black Hawk,X101,8,1.616
Black Hawk,W103,8,1.616
Black Hawk,W105,8,1.616
Black Hawk,W301,8,1.616
Black Hawk,W502,8,1.616
Bremer,WL4,8,1.8133333333333332
Buena Vista,4,8,1.6
Carroll,11,8,0.88
Cedar,CN,8,1.3714285714285714
Cedar,FM,8,1.3714285714285714
Cerro Gordo,MC W1P1,8,1.417142857142857
Cerro Gordo,MC W2P3,8,1.417142857142857
Cerro Gordo,MC W3P2,8,1.417142857142857
Cerro Gordo,MC W4P1,8,1.417142857142857
Cherokee,1 AUR,8,0.8727272727272727
Chickasaw,ST,8,0.56
Clinton,CAM1,8,1.7714285714285714
Clinton,DEW1,8,1.7714285714285714
Dallas,WM221,8,3.3142857142857145
Dallas,WM225,8,3.3142857142857145
Des Moines,BU8C,8,2.88
Dubuque,09A,8,2.1333333333333333
Dubuque,11,8,2.1333333333333333
Dubuque,15,8,2.1333333333333333
Floyd,FLCENI,8,0.8888888888888888
Floyd,RFUL,8,0.8888888888888888
Franklin,HP1,8,0.4444444444444444
Harrison,WB,8,0.7466666666666667
Harrison,LO,8,0.7466666666666667
Jefferson,CT,8,1.7454545454545454
Jefferson,FF4,8,1.7454545454545454
Johnson,CC,8,3.24
Johnson,CV.02,8,3.24
Johnson,IC.07,8,3.24
Johnson,IC.11,8,3.24
Johnson,IC.22,8,3.24
"Jones ",CGLW,8,1.28
"Jones ",FV,8,1.28
Kossuth,BT,8,0.7111111111111111
Kossuth,AL4,8,0.7111111111111111
Lee,KE5,8,1.12
Lee,KE7,8,1.12
Linn,CR12,8,3.516279069767442
Linn,CR24,8,3.516279069767442
Linn,CR31,8,3.516279069767442
Linn,CR36,8,3.516279069767442
Linn,CR39,8,3.516279069767442
Linn,MR05,8,3.516279069767442
Mahaska,OS4,8,1.28
Mills,MV,8,1.2444444444444445
Mills,OK,8,1.2444444444444445
Monroe,AL3,8,0.36923076923076925
O'Brien,P7,8,0.5818181818181818
Story,2,8,3.32
Story,4,8,3.32
Story,8,8,3.32
Story,14,8,3.32
Story,15,8,3.32
Story,20,8,3.32
Washington,AW,8,1.4857142857142858
Washington,WS3,8,1.4857142857142858
Washington,WS4,8,1.4857142857142858
Adair,03SW,9,0.7058823529411764
Allamakee,PCT 9,9,0.7
Allamakee,PCT 10,9,0.7
Allamakee,PCT 11,9,0.7
Benton,BG,9,0.6749999999999999
Boone,BN1,9,1.71
Bremer,DV,9,2.04
Bremer,WL1,9,2.04
Bremer,WL5,9,2.04
Buchanan,I3,9,1.231578947368421
Cerro Gordo,CL1,9,1.594285714285714
Cerro Gordo,CL3,9,1.594285714285714
Cerro Gordo,MC W4P2,9,1.594285714285714
Cherokee,2 CLEG,9,0.9818181818181818
Chickasaw,NH1,9,0.6300000000000001
Clinton,CL12,9,1.9928571428571429
Decatur,LC,9,0.4235294117647059
Delaware,HCEK,9,0.6749999999999999
Delaware,RLCG,9,0.6749999999999999
Dubuque,6,9,2.4
Dubuque,43,9,2.4
Grundy,P1,9,0.9
Harrison,HS,9,0.8400000000000001
Jasper,CP,9,1.0350000000000001
Jasper,NT4-2,9,1.0350000000000001
Jefferson,FF1,9,1.9636363636363636
Lee,FM2,9,1.2600000000000002
Linn,CR25,9,3.9558139534883723
Linn,CR26,9,3.9558139534883723
Louisa,CJ,9,0.9
Louisa,GV,9,0.9
Marion,KX3,9,1.6199999999999999
Marion,KXT,9,1.6199999999999999
Mitchell,OS4,9,0.6749999999999999
Mitchell,7,9,0.6749999999999999
Monroe,AL4,9,0.4153846153846154
Monroe,LOVILIA,9,0.4153846153846154
Pocahontas,SW,9,0.54
Pocahontas,DM,9,0.54
Ringgold,AT,9,0.33749999999999997
Ringgold,UN,9,0.33749999999999997
Scott,D64,9,3.7199999999999998
Story,5,9,3.735
Story,9,9,3.735
Story,10,9,3.735
Story,11,9,3.735
Tama,CK/GE,9,1.1647058823529413
Tama,IS,9,1.1647058823529413
Union,AF,9,0.6749999999999999
Warren,IN2,9,2.1
Warren,IN7,9,2.1
Washington,KA,9,1.6714285714285715
Washington,WL,9,1.6714285714285715
Wayne,S04,9,0.6749999999999999
Winneshiek,9,9,1.1520000000000001
Woodbury,6,9,1.9124999999999999
Woodbury,12,9,1.9124999999999999
Woodbury,17,9,1.9124999999999999
Woodbury,19,9,1.9124999999999999
Adair,04SE,10,0.7843137254901961
Black Hawk,DM00,10,2.02
Black Hawk,X301,10,2.02
Black Hawk,X402,10,2.02
Black Hawk,W101,10,2.02
Black Hawk,W401,10,2.02
Black Hawk,W505,10,2.02
Boone,BN2,10,1.9
Boone,BN3,10,1.9
Boone,BN5,10,1.9
Butler,1-GR,10,1.1666666666666667
Butler,7-PB,10,1.1666666666666667
Calhoun,LINCOLN,10,0.8333333333333333
Cerro Gordo,MC W1P2,10,1.7714285714285714
Cherokee,5 CH W1,10,1.0909090909090908
Cherokee,7 CH W3,10,1.0909090909090908
Clay,SP1,10,0.9411764705882353
Clinton,CL31,10,2.2142857142857144
Clinton,CL41,10,2.2142857142857144
Clinton,CL42,10,2.2142857142857144
Clinton,DEW2,10,2.2142857142857144
Dubuque,1,10,2.6666666666666665
Dubuque,12,10,2.6666666666666665
Dubuque,19,10,2.6666666666666665
Dubuque,32,10,2.6666666666666665
Dubuque,34,10,2.6666666666666665
Floyd,SCRV,10,1.1111111111111112
Franklin,HP2,10,0.5555555555555556
Hancock,4,10,1
Humboldt,H1-C-SW,10,0.888888888888889
Humboldt,H3-SR,10,0.888888888888889
Jasper,NT1-2,10,1.1500000000000001
Jasper,NT3-2,10,1.1500000000000001
Johnson,CV.06,10,4.050000000000001
Johnson,IC.02,10,4.050000000000001
Johnson,IC.04,10,4.050000000000001
Johnson,IC.08,10,4.050000000000001
Johnson,IC.21,10,4.050000000000001
Johnson,PN,10,4.050000000000001
Kossuth,AL3,10,0.888888888888889
Lee,FR CE,10,1.4000000000000001
Lee,WS GB,10,1.4000000000000001
Monroe,AL1,10,0.46153846153846156
Muscatine,WC,10,1.6666666666666665
Ringgold,WS,10,0.375
Scott,B52,10,4.133333333333333
Sioux,OC1,10,0.875
Story,6,10,4.1499999999999995
Tama,PY/CY/B,10,1.2941176470588236
Van Buren,KE,10,1
Warren,NWK4,10,2.3333333333333335
Winneshiek,7,10,1.28
Adair,02NE,11,0.8627450980392157
Appanoose,CV2,11,0.88
Benton,VT3,11,0.825
Black Hawk,X503,11,2.222
Black Hawk,W106,11,2.222
Black Hawk,W305,11,2.222
Black Hawk,W405,11,2.222
Buchanan,JS,11,1.5052631578947369
Butler,2-CL,11,1.2833333333333334
Butler,6-SR,11,1.2833333333333334
Cerro Gordo,CL2,11,1.9485714285714284
Cerro Gordo,MC W1P3,11,1.9485714285714284
Cerro Gordo,MC W3P1,11,1.9485714285714284
Cerro Gordo,MC W4P3,11,1.9485714285714284
Davis,NW,11,0.32999999999999996
Dubuque,5,11,2.933333333333333
Dubuque,10,11,2.933333333333333
Dubuque,20,11,2.933333333333333
Dubuque,31,11,2.933333333333333
Fayette,OE4,11,1.3199999999999998
Franklin,HP4,11,0.611111111111111
Fremont,GNRSSC,11,0.825
Hamilton,PCT 3,11,1.1
Jasper,DM,11,1.2650000000000001
Jasper,NT2-2,11,1.2650000000000001
Jefferson,FF2,11,2.4
Johnson,IC.06,11,4.455
Johnson,IC.16,11,4.455
Johnson,NL.06,11,4.455
Lee,FM3,11,1.54
Lee,FM4A,11,1.54
Louisa,WL,11,1.1
Madison,UCS,11,1.3199999999999998
Monona,FV004,11,0.55
Muscatine,MU01,11,1.8333333333333333
Muscatine,MU06,11,1.8333333333333333
O'Brien,P3,11,0.7999999999999999
Page,SD3,11,0.88
Palo Alto,GR RV,11,0.9166666666666666
Pottawattamie,CB 15,11,1.3199999999999998
Pottawattamie,CB 16,11,1.3199999999999998
Pottawattamie,LEWIS 1,11,1.3199999999999998
Pottawattamie,LEWIS 2,11,1.3199999999999998
Poweshiek,2,11,1.54
Sac,7,11,0.7333333333333333
Sioux,OC2,11,0.9624999999999999
Tama,TLCITY,11,1.423529411764706
Taylor,LX,11,1.1
Union,CS4,11,0.825
Wapello,OT04,11,0.99
Warren,IN4,11,2.566666666666667
Boone,BN4,12,2.2800000000000002
Buchanan,I1,12,1.642105263157895
Chickasaw,DS-FB,12,0.8400000000000001
Clay,SP2,12,1.1294117647058823
Clay,SP3,12,1.1294117647058823
Clayton,JF-MV,12,2
Clinton,CL22,12,2.657142857142857
Clinton,CL32,12,2.657142857142857
Dubuque,2,12,3.2
Dubuque,4,12,3.2
Dubuque,7,12,3.2
Hamilton,PCT 4,12,1.2000000000000002
Hamilton,WC3,12,1.2000000000000002
Hardin,HA,12,0.8639999999999999
Hardin,EL,12,0.8639999999999999
Jasper,IMM,12,1.3800000000000001
Johnson,IC.01,12,4.86
Johnson,IC.17,12,4.86
Johnson,IC.18,12,4.86
Johnson,IC.23,12,4.86
Johnson,IC.24,12,4.86
Kossuth,AL2,12,1.0666666666666667
Lee,FM5,12,1.6800000000000002
Marion,PVLLE,12,2.16
Marshall,11 2-1,12,1.92
Muscatine,WLWA,12,2
Palo Alto,EM4,12,1
Polk,DM 044,12,3.357601713062099
Polk,DM 066,12,3.357601713062099
Polk,ALT 3,12,3.357601713062099
Polk,JOHN 1,12,3.357601713062099
Polk,JOHN 2,12,3.357601713062099
Polk,WDM-114,12,3.357601713062099
Poweshiek,8,12,1.6800000000000002
Sioux,HW,12,1.0499999999999998
Warren,NW3 LN,12,2.8
Adair,05GF,13,1.0196078431372548
Appanoose,CV1,13,1.04
Black Hawk,X401,13,2.6260000000000003
Black Hawk,X501,13,2.6260000000000003
Black Hawk,X502,13,2.6260000000000003
Calhoun,ROCKWEL,13,1.0833333333333333
Carroll,3,13,1.43
Carroll,4,13,1.43
Cerro Gordo,MC W2P2,13,2.3028571428571425
Clay,SP4,13,1.223529411764706
Clay,SP5,13,1.223529411764706
Delaware,ONNFBM,13,0.975
Dickinson,PCT 15,13,1.625
Floyd,RGRU,13,1.4444444444444444
Grundy,P6,13,1.3
Henry,NW,13,0.8666666666666667
Henry,NE,13,0.8666666666666667
Henry,MP4,13,0.8666666666666667
Jackson,1,13,2.2285714285714286
Jasper,FV,13,1.495
Jasper,NS,13,1.495
Jasper,NT1-1,13,1.495
"Jones ",ANS,13,2.08
Lee,WPPRDN,13,1.8200000000000003
Lucas,C2,13,0.9454545454545454
Madison,WT1,13,1.56
Madison,WT2,13,1.56
Marshall,15 4-1,13,2.08
Palo Alto,EM3,13,1.0833333333333333
Polk,DM 042,13,3.6374018558172736
Polk,DM 056,13,3.6374018558172736
Polk,GRIMES1,13,3.6374018558172736
Pottawattamie,CB 09,13,1.56
Pottawattamie,CRESC,13,1.56
Pottawattamie,UNDERW,13,1.56
Shelby,2,13,0.65
Shelby,9,13,0.65
Union,CS3,13,0.975
Union,CS5,13,0.975
Wapello,OT08,13,1.17
Wayne,C02,13,0.975
Webster,3,13,1.0833333333333333
Webster,8,13,1.0833333333333333
Webster,9,13,1.0833333333333333
Winneshiek,6,13,1.6640000000000001
Woodbury,28,13,2.7624999999999997
Allamakee,PCT 2,14,1.088888888888889
Black Hawk,X202,14,2.8280000000000003
Black Hawk,X302,14,2.8280000000000003
Black Hawk,W204,14,2.8280000000000003
Carroll,1,14,1.54
Cedar,WB1,14,2.4
Delaware,MC2,14,1.05
Dickinson,PCT 08,14,1.75
Floyd,CC1,14,1.5555555555555554
Grundy,P5,14,1.4000000000000001
Grundy,P7,14,1.4000000000000001
